id,parent,name,class,status,type,description
REQ-F-UXD-006,F-UX-DOCTOR,Määräykset ensikäynnillä,Requirement,In design,Functional,"<h3>Määräykset ensikäynnillä</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Näkymä mahdollistaa peruslaboratoriopakettien ja yksinkertaisten lääkemääräysten antamisen ilman siirtymistä toiseen näkymään.</li><li>Määräykset noudattavat samoja sääntöjä kuin yleisessä määräystoiminnossa.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-007,F-UX-DOCTOR,Yhteenveto ja allekirjoitus,Requirement,In design,Functional,"<h3>Yhteenveto ja allekirjoitus</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Lopuksi lääkäri näkee yhteenvedon tehdyistä merkinnöistä; hyväksyntä vaatii PIN-koodin tai salasanan.</li><li>Hyväksyntä lukitsee merkinnät ja luo version.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-008,F-UX-DOCTOR,Keskeytys ja jatkaminen myöhemmin,Requirement,In design,Functional,"<h3>Keskeytys ja jatkaminen myöhemmin</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Käynti voidaan tallentaa luonnoksena; luonnokset näkyvät lääkärin työlistalla kunnes ne päätetään.</li><li>Luonnoksen avaaminen palauttaa kaikki kenttäarvot.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-009,F-UX-DOCTOR,Pikanäppäimet ja navigointi,Requirement,In design,Functional,"<h3>Pikanäppäimet ja navigointi</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Näkymän yleisimmille toiminnoille on pikanäppäimet; ne ovat listattuna ohjeessa ja konfiguroitavissa.</li><li>Pikanäppäimet eivät saa olla ristiriidassa selaimen perustoimintojen kanssa.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-010,F-UX-DOCTOR,Minimitietojen tarkistus,Requirement,In design,Functional,"<h3>Minimitietojen tarkistus</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Ennen hyväksyntää järjestelmä tarkistaa minimitiedot: syy tuloon, vähintään yksi status, päädiagnoosi.</li><li>Puuttuvista kohdista näytetään lista ja suora linkki korjattavaan osioon.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-011,F-UX-DOCTOR,Tulostettava potilasyhteenveto,Requirement,In design,Functional,"<h3>Tulostettava potilasyhteenveto</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Hyväksynnän jälkeen voidaan tulostaa lyhyt potilasyhteenveto, jossa on lääkärin allekirjoituspaikka.</li><li>Yhteenveto on PDF-muodossa ja sisältää vain ensikäynnin tietosisällön.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-UXD-012,F-UX-DOCTOR,Esteettömyys ensikäynnin näkymässä,Requirement,In design,Functional,"<h3>Esteettömyys ensikäynnin näkymässä</h3><p>Tämä vaatimus määrittelee, mitä f-ux-doctor toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Kaikki kentät ovat käytettävissä näppäimistöllä; kenttäjärjestys on looginen ja fokus näkyvä.</li><li>Kontrasti täyttää WCAG 2.2 AA; ruudunlukijan roolit ja nimet on määritetty.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-NUR-001,F-NURSE,Hoitajan työlista,Requirement,In design,Functional,"<h3>Hoitajan työlista</h3><p>Tämä vaatimus määrittelee, mitä f-nurse toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Hoitaja näkee omat tehtävänsä järjestettynä kiireellisyyden ja määräajan mukaan.</li><li>Kohteet sisältävät linkin potilaaseen ja käyntiin; kuittaus vaatii kommentin, jos tehtävä viivästyy.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-NUR-002,F-NURSE,Elintoimintojen kirjaus,Requirement,In design,Functional,"<h3>Elintoimintojen kirjaus</h3><p>Tämä vaatimus määrittelee, mitä f-nurse toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Hoitaja kirjaa elintoiminnot rakenteisesti; poikkeavat arvot merkitään korostuksella.</li><li>Arvojen yksiköt ovat vakioituja ja muokattavissa ylläpidosta.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-NUR-003,F-NURSE,Rokotusten kirjaus,Requirement,In design,Functional,"<h3>Rokotusten kirjaus</h3><p>Tämä vaatimus määrittelee, mitä f-nurse toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Rokotukset kirjataan valmistekohtaisesti erä- ja eräpäivätiedoin; rokotetodiste voidaan tulostaa.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-NUR-004,F-NURSE,Potilasinformaatio potilaalle,Requirement,In design,Functional,"<h3>Potilasinformaatio potilaalle</h3><p>Tämä vaatimus määrittelee, mitä f-nurse toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Hoitaja voi tulostaa potilaalle ohjeen valmiista mallipohjista; tulosteen kieli valitaan alasvetovalikosta.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
REQ-F-ADM-001,F-ADMIN,Roolit ja oikeudet,Requirement,In design,Functional,"<h3>Roolit ja oikeudet</h3><p>Tämä vaatimus määrittelee, mitä f-admin toteuttaa potilastietojärjestelmässä. Vaatimus on muotoiltu testattavasti, niin että toteutuksen valmistuttua voidaan objektiivisesti todentaa toiminnan vastaavuus. Järjestelmän tulee tarjota vain kulloinkin tarvittavat käyttöliittymäkomponentit käsillä olevaan tehtävään sekä tukea roolipohjaista näkyvyyttä lääkäreille, hoitajille ja ylläpidolle.</p><p><strong>Kuvaus:</strong> Alla on täsmennykset.</p><ul><li>Ylläpitäjä hallitsee rooleja (Lääkäri, Hoitaja, Laskutus, Ylläpito) ja niiden oikeuksia näkymä- ja toimintotasolla.</li><li>Muutokset astuvat voimaan seuraavassa kirjautumisessa.</li></ul><p><strong>Hyväksymiskriteerit:</strong></p><ul><li>Kun käyttäjä suorittaa kuvattuja toimenpiteitä sallituilla syötteillä, järjestelmä tuottaa määritellyn lopputuloksen ilman virheilmoituksia.</li><li>Kun syötteet ovat virheellisiä tai puutteellisia, järjestelmä näyttää selkeän virheilmoituksen, ei tallenna keskeneräisiä tietoja ja ohjaa korjaamaan kentät.</li><li>Toimenpiteen suoritus kestää määritellyn enimmäisajan puitteissa paikallisella Windows-työasemalla, jossa on peruslaitteisto.</li><li>Lokimerkinnät syntyvät jokaisesta liiketoimintatapahtumasta sisältäen ajan, käyttäjän, potilaan tunnisteen ja toimenpiteen.</li></ul><p>Lisäksi toteutuksen tulee noudattaa yhtenäisiä nimikäytäntöjä, saavutettavuusohjeita (WCAG 2.2 AA soveltuvin osin) sekä esitystason ja liiketoimintalogiikan eriyttämistä. Kaikki tekstit ja virheilmoitukset esitetään suomen kielellä ja niille on valmius lokalisointiin. Käyttöliittymän tulee olla responsiivinen 1280×800 pikselistä ylöspäin. Tietorakenteiden kentät, sallitut arvot ja pakollisuudet dokumentoidaan skeemana ja versionoidaan. Toimintojen tulee olla idempotentteja siltä osin kuin se on mahdollista, jotta käyttäjän toistuva painallus ei aiheuta kaksoistallennuksia tai ristiriitoja. Kaikista ulkoisista integraatiokutsuista on oltava aikakatkaisu ja virheenhallinta, vaikka perusasennus toimisi ilman integraatioita.</p>"
